Cikkszám;Kategória;Gyártó;Név;Ár;Garidõ
87286;Videokártya;Msi;Msi GTX 980TI 6GD5T OC nVidia,PCIE,GPU:1102/1190MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;181460;36
87287;Videokártya;Msi;Msi N730-2GD3V2 nVidia,PCIE,GPU:700MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;14300;36
87288;Videokártya;Msi;Msi N730-4GD3V2 nVidia,PCIE,GPU:700MHz,4GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;18330;36
87311;Monitor;Dell;"Dell 19,5"" E2016 LED 19,5"",1440x900,1000:1,250cd/m2,6ms,Black,LED,D-Sub,19,5"",16:9";28210;36
87320;Videokártya;Zotac;Zotac GeForce GTX 960 2GB DDR5 AMP Edition nVidia,PCIE,GPU:1266/1329MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;49800;24
87321;Videokártya;Zotac;Zotac GeForce GTX 980Ti 6GB DDR5 AMP Extreme nVidia,PCIE,GPU:1253/1355MHz,RAM:7220MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;224020;24
87322;Videokártya;Zotac;Zotac GeForce GTX 980Ti 6GB DDR5 AMP Omega nVidia,PCIE,GPU:1178/1279MHz,RAM:7020MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;191520;24
87380;Monitor;Acer;"Acer 27"" V276HLbid LED 27"",1920x1080,100000000:1,300cd/m2,6ms,1xDVI,1xHDMI,Black,LED,D-Sub,27"",Full HD,16:9";54700;36
87386;Monitor;Asus;"Asus 23"" BE239QLB LED 23"",1920x1080,100000000:1/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,Multimédia,LED,D-Sub, USB,23"",DP,Full HD,16:9";50990;36
87428;Monitor;Benq;"Benq 27"" EW2750ZL LED 27"",1920x1080,20M:1/3000:1,300cd/m2,4ms,1xHDMI,Black,Multimédia,LED,D-Sub,27"",Full HD,16:9";62350;36
87455;Monitor;Acer;"Acer 21,5"" KA220HQBbid IPS LED 21,5"",1920x1080,100000000:1,200cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,21,5"",Full HD,16:9";29600;36
87456;Monitor;Acer;"Acer 23,6"" KA240HQBbid  LED 23,6"",1920x1080,100000000:1,300cd/m2,1ms,1xDVI,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";36630;36
87461;Videokártya;Sapphire;Sapphire R9 390 8GB DDR5 Nitro TRI-X OC with Back Plate AMD,PCIE,GPU:1040MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;87350;24
87464;Videokártya;Sapphire;Sapphire R9 NANO 4G HBM 4GB DDR5 AMD,PCIE,GPU:1000MHz,RAM:500MHz,4GB,HBM,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort,DisplayPort;127100;24
87470;Videokártya;Asus;Asus R9 NANO-4G AMD,PCIE,GPU:1000MHz,RAM:500MHz,4GB,HBM,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort,DisplayPort;139000;36
87472;Monitor;Acer;"Acer 23,6"" KA240HQAbid LED 23,6"",1920x1080,100000000:1,300cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";38550;36
87498;Videokártya;Msi;Msi GTX 950 2GD5 OC nVidia,PCIE,GPU:1076/1253MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort;38990;36
87505;Nyomtató;HP;HP LaserJet Pro 400 M402dn (C5F94A) lézernyomtató;63500;12
87511;Monitor;Samsung;"Samsung 28"" T28E310EW LED (monitor/tv) 28"",1366x768,MegaDCR/1000:1,250cd/m2,5ms,2xHDMI,Black,Multimédia,TV,LED,D-Sub, USB,HD,28"",16:9";54720;12
87549;Memória;Kingston;Kingston 8GB DDR4 2400MHz HyperX Fury Black Series;8900;-1
87550;Memória;Kingston;Kingston 4GB DDR4 2666MHz HyperX Fury Black Series;6250;-1
87558;Monitor;Dell;"Dell 24"" E2416H LED 24"",1920x1080,1000:1,250cd/m2,5ms,Black,LED,D-Sub,24"",DP,Full HD,16:9";39700;36
87577;Videokártya;GIGABYTE;GIGABYTE GTX750Ti 4GB DDR5 OC GV-N75TWF2OC-4GI nVidia,PCIE,GPU:1020/1085 | 1059/1137MHz,RAM:5400MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,2xHDMI;33800;36
87578;Videokártya;EVGA;EVGA GeForce GTX 950 2GB DDR5 (SuperSC) ACX 2.0  nVidia,PCIE,GPU:1190/1393MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;42900;36
87579;Videokártya;EVGA;EVGA GeForce GTX 960 2GB DDR5 FTW ACX 2.0+ nVidia,PCIE,GPU:1304/1367MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;55900;36
87581;Videokártya;EVGA;EVGA GeForce GTX 980 Ti 6GB DDR5 ACX 2.0 nVidia,PCIE,GPU:1000/1076MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;167700;36
87582;Videokártya;EVGA;EVGA GeForce GTX 980 Ti 6GB DDR5 (Superclocked) ACX 2.0 nVidia,PCIE,GPU:1102/1190MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;165500;36
87583;Videokártya;EVGA;EVGA GeForce GTX 980 Ti 6GB DDR5 (Superclocked+) ACX 2.0+ nVidia,PCIE,GPU:1102/1190MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;180640;36
87607;Monitor;Acer;"Acer 24"" V246HLbid LED 24"",1920x1080,100000000:1,250cd/m2,5ms,1xDVI,1xHDMI,LED,D-Sub,24"",Full HD,16:9";37610;36
87628;Videokártya;PNY;PNY QUADRO K1200 4GB DDR5 nVidia,PCIE,4GB,DDR5,128bit,Aktív hûtés,4xmini DisplayPort;95300;36
87634;Nyomtató;HP;HP LaserJet Enterprise 500 M506dn (F2A68A) lézernyomtató;119950;12
87654;Monitor;Dell;"Dell 21,5"" E2216H LED 21,5"",1920x1080,1000:1,250cd/m2,5ms,Black,LED,D-Sub,21,5"",DP,Full HD,16:9";31000;36
87701;Memória;Kingston;Kingston 16GB DDR4 2400MHz Kit(2x8GB) HyperX Fury Black Series;19470;-1
87702;Memória;Kingston;Kingston 8GB DDR4 2666MHz Kit(2x4GB) HyperX Fury Black Series;12420;-1
87720;Monitor;Benq;"Benq 21,5"" BL2205PT LED 21,5"",1920x1080,12000000:1/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,Multimédia,LED,D-Sub,21,5"",DP,Full HD,16:9";36120;36
87721;Monitor;Benq;"Benq 21,5"" GW2270 LED 21,5"",1920x1080,20M:1/3000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,21,5"",Full HD,16:9";26500;36
87722;Monitor;Benq;"Benq 21,5"" GW2270H LED 21,5"",1920x1080,20M:1/3000:1,250cd/m2,5ms,2xHDMI,Black,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";27330;36
87723;Videokártya;Asus;Asus TURBO-GTX960-OC-4GD5 nVidia,PCIE,GPU:1190/1253MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;53100;36
87727;Monitor;Dell;"Dell 23"" E2316H LED 23"",1920x1080,1000:1,250cd/m2,5ms,Black,LED,D-Sub,23"",DP,Full HD,16:9";37670;36
87728;Monitor;HP;"HP 20"" P202 ProDisplay LED 20"",1600x900,5M:1/1000:1,250cd/m2,5ms,Black,LED,D-Sub,HD,20"",DP,16:9";34680;36
87734;Videokártya;EVGA;EVGA GeForce GTX 950 2GB DDR5 (Superclocked) ACX 2.0+ nVidia,PCIE,GPU:1165/1355MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;42900;36
87745;Nyomtató;HP;HP LaserJet Pro 400 M402d (C5F92A) lézernyomtató;52100;12
87772;Nyomtató;HP;HP Color LaserJet Enterprise M651n (CZ255A) színes lézernyomtató;267020;12
87811;Nyomtató;HP;HP LaserJet Pro 400 M402n (C5F93A) lézernyomtató;56700;12
87883;Monitor;Gaba;"Gaba 21,5"" GL-2222 LED 21,5"",1920x1080,600:1,200cd/m2,5ms,Black,LED,D-Sub,21,5"",Full HD,16:9";20860;12
87936;Monitor;Dell;"Dell 21,5"" SE2216H LED 21,5"",1920x1080,8M:1/3000:1,250cd/m2,12ms,1xHDMI,Black,LED,D-Sub,21,5"",Full HD,16:9";36650;36
87937;Monitor;Dell;"Dell 24"" SE2416H LED 24"",1920x1080,8M:1/1000:1,250cd/m2,6ms,1xHDMI,Black,LED,D-Sub,24"",Full HD,16:9";39670;36
87990;Videokártya;XFX;XFX R7 360 2GB DDR5 Core Edition AMD,PCIE,GPU:1050MHz,RAM:6000MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;26900;24
87992;Videokártya;XFX;XFX R7 370 2GB DDR5 Double Dissipation AMD,PCIE,GPU:995MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;36350;24
87993;Videokártya;XFX;XFX R7 370 2GB DDR5 Core Edition Single Fan AMD,PCIE,GPU:975MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;33400;24
88191;Monitor;Asus;"Asus 27"" PG279Q LED 27"",2560x1440,1000:1,350cd/m2,4ms,1xHDMI,Black,Multimédia,LED,USB3.0x2,27"",DP,16:9";216720;36
88196;Monitor;HP;"HP 27"" Z27n IPS LED 27"",2560x1440,1000:1,350cd/m2,8ms,1xDVI,1xHDMI,Black,Pivot,LED,27"",DP,16:9";146150;36
88214;Videokártya;GIGABYTE;GIGABYTE GTX950 2GB DDR5 GV-N950XTREME-2GD nVidia,PCIE,GPU:1026/1190 | 1203/1405MHz,RAM:7000MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;42450;36
88215;Videokártya;GIGABYTE;GIGABYTE R9 NANO 4GB DDR5 GV-R9NANO-4GD-B AMD,PCIE,GPU:1000MHz,RAM:1000MHz,4GB,HBM,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort;123900;36
88216;Videokártya;GIGABYTE;GIGABYTE R9 380 2GB DDR5 GV-R938WF2-2GD nVidia,PCIE,GPU:970MHz,RAM:5500MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;52850;36
88246;Monitor;Acer;"Acer 21,5"" G227HQLAbid IPS LED 21,5"",1920x1080,100000000:1,250cd/m2,4ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,21,5"",Full HD,16:9";30420;24
88247;Monitor;Acer;"Acer 21,5"" V226HQLBbid LED 21,5"",1920x1080,100000000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,21,5"",Full HD,16:9";26350;36
88261;Monitor;Benq;"Benq 23,6"" GW2455H LED 23,6"",1920x1080,20M:1/3000:1,250cd/m2,8ms,1xDVI,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";31370;36
88266;Nyomtató;HP;HP Color LaserJet Pro 400 M452dn (CF389A) színes lézernyomtató;79500;12
88267;Nyomtató;HP;HP Color LaserJet Pro 400 M452nw (CF388A) wireless színes lézernyomtató;64600;12
88268;Videokártya;GIGABYTE;GIGABYTE GTX750Ti 2GB DDR5 GV-N75TOC2-2GI nVidia,PCIE,GPU:1020/1085 | 1059/1137MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,2xHDMI;28450;36
88312;Memória;Kingston;Kingston 8GB DDR4 2133MHz Kit(2x4GB);8940;-1
88314;Memória;Kingston;Kingston 16GB DDR4 2133MHz Kit(2x8GB);16190;-1
88389;Monitor;Samsung;"Samsung 27"" S27E500C LED Curved 27"",1920x1080,MegaDCR/3000:1,250cd/m2,4ms,1xHDMI,Black,LED,D-Sub,27"",Full HD,16:9";61580;12
88571;Monitor;HP;"HP 20"" P202va ProDisplay LED 20"",1920x1080,5000000:1/3000:1,250cd/m2,8ms,Black,LED,D-Sub,20"",DP,Full HD,16:9";35760;36
88574;Monitor;LG;"LG 22"" 22MB67PY LED 22"",1680x1050,5000000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,16:10,22"",DP";40360;36
88581;Monitor;Samsung;"Samsung 24"" S24E650DW LED 24"",1920x1200,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,16:10,24"",DP,Full HD";69950;12
88588;Monitor;Gaba;"Gaba 19,5"" GL-2011 LED 19,5"",1600x900,600:1,300cd/m2,Black,LED,D-Sub,19,5""";17800;12
88589;Monitor;Gaba;"Gaba 23,6"" GL-2411 LED 23,6"",1920x1080,600:1,300cd/m2,2ms,1xDVI,Black,LED,D-Sub,23,6"",Full HD,16:9";23990;12
88633;Monitor;Acer;"Acer 22"" B226HQLBymdpr IPS LED 22"",1920x1080, 100000000:1,250cd/m2,6ms,1xDVI,Grey,Pivot,Multimédia,LED,D-Sub,IPS,22"",DP,Full HD,16:9";42630;36
88635;Monitor;Acer;"Acer 32"" B326HKymjdpphz IPS LED 32"",3840x2160,100000000:1,350cd/m2,6ms,1xDVI,1xHDMI,Grey,LED,D-Sub, USB,IPS,32"",16:9,4K";209160;36
88679;Monitor;Acer;"Acer 34"" Predator X34 IPS LED Curved 34"",3440x1440,100000000:1,300cd/m2,4ms,1xHDMI,Black,Multimédia,LED,USB,IPS, Curved, 21:9,34""";321780;36
88720;Monitor;Dell;"Dell 27"" SE2716H LED Curved 27"",1920x1080,8M:1/3000:1,300cd/m2,6ms,2xHDMI,Black,LED,D-Sub,27"",Full HD,16:9";82950;36
88762;Memória;Kingston;Kingston 2GB DDR2 667MHz;7250;-1
88782;Videokártya;Asus;Asus STRIX-GTX980TI-DC3-6GD5-GAMING nVidia,PCIE,GPU:1000/1075MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;186130;36
88783;Videokártya;GIGABYTE;GIGABYTE GTX750Ti 1GB DDR5 GV-N75TOC-1GI nVidia,PCIE,GPU:1033/1111MHz,RAM:5400MHz,1GB,DDR5,128bit,Aktív hûtés,2xDVI,2xHDMI;26100;36
88784;Videokártya;Gainward;Gainward GeForce 950GTX 2GB DDR5 nVidia,PCIE,GPU:1026/1190MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort;39190;24
88792;Videokártya;Palit;Palit GeForce GT720 2GB DDR3 nVidia,PCIE,GPU:797MHz,RAM:1600MHz,2GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;11300;24
88795;Videokártya;Palit;Palit GeForce GTX950 2GB DDR5 StormX nVidia,PCIE,GPU:1026/1190MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort;36830;24
88797;Videokártya;Sapphire;Sapphire R7 360 2GB DDR5 Nitro OC AMD,PCIE,GPU:1060MHz,RAM:6500MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,CrossFire,DisplayPort;27140;24
88798;Videokártya;Sapphire;Sapphire R7 370 2GB DDR5 Nitro OC AMD,PCIE,GPU:985MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;33130;24
88817;Monitor;Asus;"Asus 21"" VP228H IPS LED 21"",1920x1080,100000000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,21"",Full HD,16:9";32800;36
88818;Monitor;Asus;"Asus 24"" VP247H LED 24"",1920x1080,100000000:1,250cd/m2,1ms,1xDVI,2xHDMI,Black,Multimédia,LED,D-Sub,24"",Full HD,16:9";40100;36
88819;Monitor;Asus;"Asus 24"" VP247T LED 24"",1920x1080,100000000:1,250cd/m2,1ms,1xDVI,Black,Multimédia,LED,D-Sub,24"",Full HD,16:9";36500;36
88820;Monitor;Asus;"Asus 27"" VP278H LED 27"",1920x1080,100000000:1,300cd/m2,1ms,2xHDMI,Black,Multimédia,LED,D-Sub,27"",Full HD,16:9";57610;36
88842;Monitor;Samsung;"Samsung 27"" S27E450B LED 27"",1920x1080,MegaDCR/1000:1,300cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,27"",Full HD,16:9";73140;12
88847;Monitor;Fujitsu;"Fujitsu 24"" E24T-7 PRO LED 24"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,24"",Full HD,16:9";40470;36
88908;Processzor;Intel;Intel Pentium G4400 3300MHz 3MB LGA1151 Box;13750;36
88956;Memória;Kingston;Kingston 4GB DDR3 1333MHz Lenovo;4990;-1
88970;Monitor;Samsung;"Samsung 24"" S24E500C LED Curved 24"",1920x1080,MegaDCR/3000:1,250cd/m2,4ms,1xHDMI,Black,LED,D-Sub,24"",Full HD,16:9";53220;12
88971;Monitor;Samsung;"Samsung 23,6"" S24E370DL LED 23,6"",1920x1080,MegaDCR/1000:1,250cd/m2,4ms,1xHDMI,White,LED,D-Sub, Wireless Charging,23,6"",Full HD,16:9";55880;12
88972;Monitor;Samsung;"Samsung 27"" S27E370D LED 27"",1920x1080,MegaDCR/1000:1,250cd/m2,4ms,1xHDMI,White,LED,D-Sub, Wireless Charging,27"",DP,Full HD,16:9";71320;12
88979;Videokártya;AMD;AMD FirePro W7100 8G DDR5 AMD,PCIE,8192MB,DDR5,256bit,Aktív hûtés,4xDisplayPort;189260;12
89005;Monitor;Dell;"Dell 27"" S2716DG LED 27"",2560x1440,1000:1,350cd/m2,1ms,1xHDMI,Black,LED,D-Sub,QHD,27"",16:9";167040;36
89032;Monitor;LG;"LG 47"" 47LS33A LED 47"",1920x1080,500000:1,300cd/m2,9ms,1xDVI,1xHDMI,Black,LED,USB,IPS,Full HD,16:9";140140;24
89097;Monitor;Samsung;"Samsung 23,6"" S24E200BL LED 23,6"",1920x1080,MegaDCR/1000:1,300cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";45530;12
89099;Videokártya;Asus;Asus GTX950-OC-2GD5 nVidia,PCIE,GPU:1076/1253 | 1102/1279MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,DisplayPort;40600;36
89100;Videokártya;Asus;Asus STRIX-GTX950-DC2-2GD5-GAMING nVidia,PCIE,GPU:1026/1190MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;42350;36
89102;Videokártya;Asus;Asus GTX960-DC2-2GD5-BLACK nVidia,PCIE,GPU:1190/1253MHz,RAM:7010MHz,1GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;53050;36
89103;Videokártya;Asus;Asus MATRIX-GTX980-4GD5 nVidia,PCIE,GPU:1126/1216MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;152210;36
89111;Videokártya;Asus;Asus GTX960-DC2OC-4GD5-BLACK nVidia,PCIE,GPU:1253/1317 | 1279/1342MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;59500;36
89126;Memória;Klevv;Klevv 16GB DDR3 1600MHz Kit (2x8GB) Fit Series;16990;-1
89127;Memória;Klevv;Klevv 16GB DDR3 1600MHz Kit (2x8GB) Genuie Series;24990;-1
89128;Memória;Klevv;Klevv 16GB DDR3 1600MHz Kit (2x8GB) Neo OC Series;17990;-1
89131;Memória;Klevv;Klevv 8GB DDR3 1600MHz Kit (2x4GB) Genuie Series;13990;-1
89137;Memória;Klevv;Klevv 8GB DDR3 1866MHz Kit (2x4GB) Neo OC Series;9490;-1
89138;Memória;Klevv;Klevv 8GB DDR3 2133MHz Kit (2x4GB) Neo OC Series;12490;-1
89139;Memória;Klevv;Klevv 16GB DDR3 2133MHz Kit (2x8GB) Neo OC Series;24990;-1
89142;Memória;Klevv;Klevv 8GB DDR3 2400MHz Kit (2x4GB) Genuie Series;19490;-1
89145;Memória;Klevv;Klevv 16GB DDR3 2666MHz Kit (2x8GB) Genuie Series;36990;-1
89146;Memória;Klevv;Klevv 16GB DDR3 2666MHz Kit (2x8GB) Urbane Series;34990;-1
89147;Memória;Klevv;Klevv 8GB DDR3 2666MHz Kit (2x4GB) Urbane Series;18990;-1
89149;Memória;Klevv;Klevv 8GB DDR3 2800MHz Kit (2x4GB) Urbane Series;36990;-1
89173;Videokártya;Asus;Asus STRIX-R9380X-OC4G-GAMING AMD,PCIE,GPU:1030/1050MHz,RAM:5700MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;66900;36
89316;Monitor;Acer;"Acer 20"" K212HQLb LED 20"",1920x1080,100000000:1,200cd/m2,5ms,Black,LED,D-Sub,20"",Full HD,16:9";24130;24
89318;Monitor;Acer;"Acer 24"" Predator G246HLFbid LED 24"",1920x1080,100M:1,250cd/m2,1ms,1xDVI,1xHDMI,Black,LED,D-Sub,24"",Full HD,16:9";43090;36
89332;Nyomtató;HP;HP DeskJet Ink Advantage 1115 tintasugaras nyomtató;9790;12
89340;Monitor;HP;"HP 24"" EliteDisplay E242 (M1P02AA) LED 24"",1920x1080,5000000:1/1000:1,250cd/m2,7ms,Black,LED,USB2.0x3,16:10,24"",Full HD";68510;36
89411;Monitor;HP;"HP 24"" Pavilion 24cw (L5N90AA) IPS LED 24"",1920x1080,5M:1/1000:1,250cd/m2,8ms,2xHDMI,Black/Silver,LED,D-Sub,IPS,24"",Full HD,16:9";50000;36
89412;Monitor;HP;"HP 24"" Pavilion 24xw (L5N91AA) IPS LED 24"",1920x1080,10M:1/1000:1,250cd/m2,8ms,2xHDMI,Black/Silver,LED,D-Sub,IPS,24"",Full HD,16:9";50000;36
89413;Monitor;HP;"HP 24"" P242 ProDisplay LED 24"",1920x1080,5M:1/3000:1,250cd/m2,8ms,1xHDMI,Black,LED,D-Sub,24"",DP,Full HD,16:9";46170;36
89420;Videokártya;Msi;Msi R9 NANO 4G AMD,PCIE,GPU:1000MHz,RAM:500MHz,4GB,HBM,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort,DisplayPort;128300;36
89421;Videokártya;Palit;Palit GeForce GT610 2GB DDR3 nVidia,PCIE,GPU:810MHz,RAM:1070MHz,2GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;9710;24
89422;Videokártya;Asus;Asus R7 360-OC-2GD5-V2 AMD,PCIE,GPU:1070/1090MHz,RAM:6000MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;27850;36
89424;Videokártya;Palit;Palit GeForce GTX750 2GB DDR5 KalmX nVidia,PCIE,GPU:1020/1085MHz,RAM:5010MHz,2GB,DDR5,128bit,Passzív hûtés,2xDVI,mini HDMI;29350;24
89425;Videokártya;Palit;Palit GeForce GTX750 Ti 1GB DDR5 StormX nVidia,PCIE,GPU:1020/1085MHz,RAM:5400MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;26630;24
89426;Videokártya;Palit;Palit GeForce GTX750 Ti 2GB DDR5 KalmX nVidia,PCIE,GPU:1020/1085MHz,RAM:5400MHz,2GB,DDR5,128bit,Passzív hûtés,2xDVI,mini HDMI;31450;24
89432;Videokártya;Palit;Palit GeForce GTX970 4GB DDR5 nVidia,PCIE,GPU:1051/1178MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,2xmini DisplayPort;79330;24
89435;Videokártya;Sapphire;Sapphire R9 380 4GB DDR5 Nitro Dual-X OC AMD,PCIE,GPU:1010MHz,RAM:5800MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;56500;24
89439;Monitor;Acer;"Acer 19,5"" K202HQLAb LED 19,5"",1366x768,100000000:1,200cd/m2,5ms,Black,LED,D-Sub,HD,19,5"",16:9";21520;24
89441;Monitor;AOC;"AOC 21,5"" I2276VWM IPS LED 21,5"",1920x1080,50M:1/1000:1,250cd/m2,2ms,1xHDMI,Black/Silver,LED,D-Sub,IPS,21,5"",Full HD,16:9";27620;36
89443;Monitor;LG;"LG 23"" 23MB35PM-W IPS LED 23"",1920x1080,5M:1/1000:1,250cd/m2,5ms,1xDVI,White,Pivot,LED,D-Sub,AH-IPS,23"",Full HD,16:9";36440;36
89444;Monitor;Philips;"Philips 24"" 241S4LCB LED 24"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,24"",Full HD,16:9";39750;36
89446;Monitor;Philips;"Philips 27"" 277E6EDAD IPS LED 27"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,IPS-ADS,27"",Full HD,16:9";51130;36
89493;Monitor;Asus;"Asus 27"" VC279H-W LED 27"",1920x1080,8M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,White,Multimédia,LED,D-Sub,27"",Full HD,16:9";59070;36
89506;Monitor;Acer;"Acer 24"" Predator XF240Hbmjdpr LED 24"",1920x1080,100M:1,350cd/m2,1ms,1xDVI,1xHDMI,Black,Pivot,LED,24"",Full HD,16:9";70480;60
89569;Monitor;Samsung;"Samsung 48"" DM48E Dispaly LED 48"",1920x1080,50000:1/5000:1,450cd/m2,8ms,1xDVI,2xHDMI,Black,LED,48"",DP,Full HD,16:9";321270;12
89630;Processzor;Intel;Intel Core i7-5775C 3300MHz 6MB LGA1150 Box;89950;36
89640;Videokártya;Msi;Msi GTX960 Gaming 4GB DDR5 GTX 960 GAMING 4G LE nVidia,PCIE,GPU:1127/1178 | 1140/1203 | 1152/1206MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xHDMI,SLI,3xDisplayPort,DisplayPort;55950;36
89661;Monitor;Dell;"Dell 18,5"" E1916H LED 18,5"",1366x768,600:1,200cd/m2,5ms,Black,LED,D-Sub,HD,18,5"",DP,16:9";26520;36
89662;Monitor;Dell;"Dell 20"" E2016H LED 20"",1600x900,1000:1,250cd/m2,5ms,Black,LED,D-Sub,20"",DP,16:9";30020;36
89671;Nyomtató;Epson;Epson L805 színes Tintasugaras nyomtató;81250;12
89674;Videokártya;EVGA;EVGA GeForce GTX 950 2GB DDR5 (Superclocked) ACX 2.0 Gaming nVidia,PCIE,GPU:1152/1342MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;40900;36
